Urdu	Roman-Urdu	Ur—Rom Confidence Score	English	Ur-En Confidence Score
لگاتار	lagatar	0.86	sweeps	0.57
نون	non	1	non	0.603
سوم	swim	0.75	it's	1
مناہل	mnahil	0.83	follow	0.57
جوگی	jaogi	0.8	picknicker	0.52
حلیم	haleem	0.83	intinct	0.46
مضبوط	mazboot	0.86	firmly	0.66
بندا	banda	0.8	brooklyn	0.803
فاسٹ	fast	1	combo	0.58
سلک	silk	0.75	chainwire	0.51
سامنے	samne	1	behind	0.56
سرور	suroor	0.83	sharable	0.52
ريببش	rubbish	0.86	rubbish	1
الله	allah	0.8	musharrat	0.999
تالو	taulo	0.8	tailpane	0.46
مثلا	masla	0.8	inspectors	1
پریتی	prety	1	filmyug	0.58
پانڈا	panda	1	punu	0.49
پتلون	patloon	0.86	undercoat	0.64
فصل	faslegul	0.75	harvest	1
ڈوبنے	doobnay	1	overbored	0.65
سٹال	stall	1	stall	1
کپي	copy	0.75	copy	1
بہاو	bahao	0.8	patially	0.53
تھامے	thamay	1	happing	0.6
پٹي	pity	0.75	pity	1
کونسے	konse	1	works	1
لکھنے	likhne	0.83	writing	0.77
ورق	warq	0.75	volumized	0.56
جین	jain	1	messy	0.3
چارسو	charsiokoi	0.86	somebody	1
راشد	rashiid	0.71	alifim	0.38
ریپ	rep	1	miniby	0.52
سٹوپ	stop	1	stop	1
لکھتی	likhti	0.83	writes	0.71
رابعہ	rabia	0.8	saintly	0.59
دریاؤں	daryauon	0.75	basins	0.74
سزا	saza	0.75	punished	0.83
عزیز	aziz	1	gonna	0.667
جاسم	jasmin	1	zahary	0.45
هاں	han	1	han	0.793
کرنی	krni	1	wishing	0.63
١٧	17	1	17	1
سٹارٹ	start	1	isuzus	0.59
سٹوپڈ	stupid	0.83	stupid	1
لنچ	lunch	0.8	britbus	0.44
وہاب	wahab	0.8	mahj	0.53
حفیظ	hafeez	0.83	aleeza	0.54
اسا	isa	1	isa	0.189
بھوکا	kabhokatha	0.71	hungry	1
ٹير	tyre	1	tyre	1
چکنی	chiknikuriraja	0.83	soaprock	0.57
زندگانی	zindagane	0.78	grieving	0.57
پورا	pora	1	reprioritised	0.51
ٹرينک	trunk	1	trunk	1
سنک	snkk	1	galoogah	0.41
ادیا	idea	1	idea	1
نازش	nazish	0.83	tragition	0.64
راجپوت	rajput	1	rajputs	0.67
ھا	hahaha	1	leum	0.43
ي	ye	1	envoi	0.44
منہاس	minhas	0.83	taaj	0.47
پریس	prince	0.8	wjs	0.48
مپرسونمنٹ	imprisonment	0.75	imprisonment	1
انٹروڈکشن	intro	1	intro	0.625
کاٹ	kaat	0.75	lopped	0.63
مسیحا	maseeha	0.86	savior	0.521
جاپان	japan	1	japan	1
مرد	mard	0.75	male	0.65
سبا	saba	0.75	saba	0.203
انشا	insha	1	betrayal	0.415
وارن	warn	1	gpw	0.52
رہتے	rehte	0.8	remain	0.69
نبھایا	nibhaya	0.86	portrayed	0.68
گرل	girl	0.75	bssst	0.57
بروے	brwe	1	fimf	0.44
غلطیوں	galtiob	0.71	errors	0.72
الکوحل	alcoholnahi	0.86	adulterations	0.62
دير	dair	1	hagut	0.43
شریعت	shariyat	0.75	supererogation	0.68
اخوند	akhund	1	manosh	0.54
بیماری	bimaari	0.86	infection	0.8
آنکھوں	ankhon	1	eyes	1
محشر	mehshar	0.71	ghostquake	0.52
پرواہ	parwah	0.83	heedless	0.64
اتوار	itwaar	0.83	saturday	0.87
چاہوں	chahon	1	things	0.71
اسرار	israr	1	echoes	0.55
پیڈ	pidda	1	pads	0.695
منميم	minimum	0.71	minimum	0.215
پوچھ	poch	1	talked	0.68
اڑا	ura	1	explod	0.61
کود	code	1	tailgaiting	0.56
کروا	krwa	1	promptly	0.54
آجا	aja	1	dissappears	0.59
اپنے	apne	1	own	0.68
ڈوبا	dooba	1	high-security	1
لگانا	lagana	0.83	consumingly	0.56
ماند	maand	0.8	succeful	0.47
سینڈنگ	sending	0.86	sending	0.601
ماہ	mah	1	months	0.632
کریگا	karega	0.83	generation	0.486
پاتے	paate	0.8	behave	0.61
چالاک	chalak	1	clever	0.577
ملال	malal	0.8	awakness	0.53
دیر	dear	0.75	befogged	0.53
دیواروں	deewaaron	0.89	walls	1
مسلمانو	muslmanu	0.88	muslim	0.5
انا	anaa	1	remembering	0.52
فيٹير	future	1	future	1
سیکھا	seekha	1	learned	0.7
لوگو	logo	1	logo	0.52
اای	i	1	i	1
رام	ramgar	1	swami	0.62
تڑپتا	tarapta	0.71	tormented	1
آجکل	ajkal	0.8	outlet	0.51
کرانا	krana	1	constitution	1
انوشے	anoushey	1	aarian	0.47
سندر	sundr	0.8	manjaa	0.64
نازک	nazuk	0.8	delicate	0.63
آنٹی	aunti	0.8	starliar	0.42
کرتا	karta	0.8	chooses	0.74
کیچڑ	keechar	0.86	swax	0.63
کچرا	kachra	0.83	dishwashers	0.59
خدایا	khudaya	0.86	exclaiming	0.63
اجداد	ajdaad	0.83	ancestors	1
ب	b	1	pronounced	0.53
شامی	shami	1	syrian	0.866
بیہوش	behosh	1	convulted	0.62
سادہ	sada	0.75	simple	0.68
بولی	boli	1	spoken	0.65
چڑھا	charha	0.83	flings	0.59
چاہیں	chachey	0.71	preferances	0.71
سکیں	sken	1	get	0.68
گا	ga	1	couldn	0.7
فرش	farsh	0.8	shutters	0.67
د	da	1	a	0.48
کنوٹ	knot	1	knot	0.375
ایسا	aisa	1	seems	0.279
ناین	nine	0.75	nine	0.658
نکلا	nikla	0.8	literally	0.6
انٹرنیٹ	internet	0.88	internet	1
لوںگا	lo	1	lo	1
پللو	pillow	0.8	pillow	1
ظہیر	zaheer	0.83	suler	0.44
طوطوں	toton	1	noddies	0.59
یادیں	yaaden	0.83	memories	1
هنس	hans	0.75	hans	0.524
سٹيپ	step	1	step	1
والوں	walon	1	them	0.68
لاشیں	lashen	1	bodies	0.62
اپنی	apni	1	their	0.68
والے	wale	1	gonna	0.338
سچ	sach	0.75	prove	0.62
ترین	tareen	0.83	most	0.63
بچی	bachi	0.8	newborn	0.59
اوس	aus	1	us	0.355
مشہور	mushhoor	0.88	famous	1
اننکينٹ	innocent	0.88	innocent	1
ٹکرا	tukra	0.8	colliding	0.69
تہس	this	0.75	rampaged	0.61
حارش	harsh	1	harsh	0.506
مرزا	mirza	0.8	sweyy	0.41
رخسانہ	rukhsana	0.75	hussy	0.51
ہام	sham	0.75	sinsy	0.46
ہوت	hoti	1	beerenauslese	0.45
امےر	ameer	0.8	ameer	0.339
لؤ	lo	1	lo	1
نام	nam	1	name	1
انعام	inaam	1	nobel	0.72
سنگاکارا	sangakara	0.89	hihintayin	0.47
لڑائی	lrai	0.75	battle	0.71
بھیگ	bheeg	1	minidrags	0.6
لکھتے	likhte	0.83	writes	0.67
ہاتوں	hatthon	0.71	entrapments	0.58
پونڈ	poni	0.75	tonne	0.64
گزرے	gzrega	1	endure	0.57
تاو	tao	1	iwanan	0.52
کسک	kscnumaz	1	solntsa	0.53
پرواز	perwaaz	0.71	flight	0.74
ٹپکتا	tpkta	1	breathes	0.69
آپی	api	1	amok	1
ھیں	hain	1	well	0.303
رہی	rahi	0.75	been	0.75
پھونک	phook	0.8	imbibing	0.56
انہی	inhi	1	that’s	0.514
بٹس	batsman	0.75	superpub	0.54
چکا	chuka	0.8	has	0.59
رقص	raqs	0.75	dance	0.83
طور	tor	1	as	1
وضاحت	wazaht	0.83	explain	0.79
کتنا	kitna	0.8	tactually	0.61
ھیلڈ	held	1	held	1
دہکتے	dehekte	0.71	disturb	0.63
تنا	itna	0.75	nonedible	0.57
فرمایا	farmaya	0.86	sinned	0.7
پؤيٹری	poetry	1	poetry	0.784
بھروسے	bharosay	0.88	trusting	0.61
رسول	rasool	0.83	god	0.73
مسلمان	musalman	0.75	muslims	1
سنڈ	send	0.75	send	0.985
ذمانا	zama	0.75	zama	0.201
غمی	ghami	0.8	lovesickness	0.67
مستانہ	mastana	0.71	sexy	0.53
اندر	andar	0.8	inside	0.62
ملول	malool	0.83	skeklach	0.46
زبر	zabr	0.75	menition	0.49
کور	kor	1	foundation	1
شا	sha	1	shaw	0.671
سنسان	sunsan	0.83	netherworld	0.55
دیکھا	dekha	1	seen	0.72
کہے	kahe	0.75	say	0.736
باد	baad	0.75	regiment	1
روسے	rose	1	zsk	0.5
ہارو	haaro	0.8	faint	0.739
فيصل	faisal	0.83	medrassa	0.49
پری	pari	0.75	ssal	0.42
رانا	rana	1	mahey	0.53
قریب	qareeb	0.83	near	0.71
چول	chwal	0.8	pucca	0.5
نمازی	namazi	0.83	prayer	0.65
بهی	b	1	presedent	0.46
پاس	pas	1	sharded	0.53
کھلتی	khilti	0.83	stretchi	0.54
وکا	oka	1	lawyer	0.49
پوچھی	pochi	0.8	wondered	0.7
بھولنا	bhulana	0.86	searching	1
ڈولی	dolly	0.8	sunnygain	0.42
بیسٹ	best	1	quizzers	0.54
شیری	sheri55	1	ankaboot	0.51
گوگل	google	1	servers	0.68
اطراف	atraaf	0.83	across	0.59
کونے	koney	1	encircling	0.62
سوفٹ	softchat	1	thirdware	0.65
تالیاں	talian	1	bandishes	0.66
منافقت	munafqat	0.75	unthinking	0.7
بهادر	bahadur	0.71	bahadur	1
مست	mast	0.75	restless	0.54
طبیب	tabeeb	0.83	physician	1
اس	is	1	this	1
عجیب	ajeeb	1	strange	0.72
نيوز	news	0.75	news	1
لاکي	lake	1	lake	1
سومورو	soomro	0.83	soomro	0.494
سعد	saad	0.75	prophet	0.65
کارو	karo	1	buyingteam	0.46
بزدار	buzdar£(taunsa£	0.83	traggar	0.51
ساز	saaz	0.75	threat-maker	1
آکر	aakar	0.8	wandered	0.62
فریدی	fareedi	0.86	saless	0.49
حےلو	hello	0.8	hello	1
قصی	qasi	0.75	prophetess	0.63
عورتوں	aurton	1	prepubescents	0.64
ليٹٹر	letter	0.83	letter	1
آج	aj	1	today	0.73
آخری	aakhri	1	last	1
انکو	unko	1	selectively	0.57
کوشش	koshish	0.86	hopes	0.68
راجا	raja	1	raja	0.68
ہاتھ	hath	1	hands	1
وصی	wasi	0.75	p.b.u.h	0.686
چیز	cheez	1	object	0.64
سمایا	sumaya	0.83	iscariot	1
ورقہ	warq	0.75	sharethrough	0.5
گيسٹ	guest	0.8	guest	0.4
اختیارات	ikhtiyarat	0.9	privileges	0.67
شوخ	shokh	1	flashiness	0.66
لعل	lal	1	subhe	0.49
متھ	muth	0.75	dimath	0.286
نبھاتے	nibhatay	0.88	portray	0.63
١٠٠	100	1	100	1
لوها	loha	1	loha	0.164
وجود	wajood	0.83	existence	0.66
پونچھ	ponch	1	jemadars	0.57
٤	4	1	procxin	0.5
ڈارک	darkeyes	1	1523	1
آفتاب	aftab	1	sunrise	0.53
ییس	yes	1	yes	1
ذوق	zoq	1	industriousness	0.61
بالوں	balon	1	hairs	0.69
حاجت	hajat	0.8	wasting	0.56
پرستی	parasti	0.71	scapegoating	0.68
ریپلے	reply	0.8	dfxtreme	0.59
بھاگنا	bhagna	1	unawares	0.63
سیرو	seeru	1	fnat	0.42
زبیر	zubair	0.83	muawiyah	0.65
تھس	this	0.75	this	1
قربان	qurban	0.83	sacrificedly	0.62
جلا	jala	0.75	discarded	0.53
قیامت	qyamat	0.83	here's	1
ڈریمز	dreamzz	0.83	starseries	0.57
تتلی	titli	0.8	monoroid	0.56
مسکراہٹ	muskarahat	0.7	smile	0.73
رکھنی	rakhni	0.83	keeping	0.67
بھروسہ	bharosa	0.71	trusted	0.64
ڈوبتی	doobti	1	dooming	0.65
رہیں	rahin	0.8	gone	0.56
نبی	nabi	0.75	god	0.71
رفاقت	rafaqat	0.71	breaking	1
ریکو	request	1	playunited	0.52
رفتگاں	raftagan	0.75	reveries	0.62
دھڑکا	dharka	0.83	hysterically	0.65
جاناں	jana	1	scendi	0.45
بوم	bombom	1	boom	1
شوپ	shop	1	shop	0.473
حقدار	hakdar	0.83	deserved	0.6
دیوانہ	diwana	0.83	mad	1
علی	ali	1	bariah	0.51
نشانی	nishani	0.86	symbolises	0.59
کوالفيڈ	qualified	0.78	qualified	0.441
بیچ	bech	1	bestic	0.44
رہو	raho	0.75	hungry	0.58
فواد	fawad	0.8	eleb	0.43
آدھا	adha	1	yolked	0.52
خام	khaam	0.8	gdp	0.59
رضی	razi	0.75	prophet	0.73
ٹوٹنے	tootne	1	disintegrating	0.64
تقدیر	taqdeer	0.86	stupidness	0.67
مزاج	mizaj	0.8	temperamentally	0.71
کورے	korey	1	fisi	0.36
مہر	mehr	0.75	gift	0.49
عبادت	ibadat	0.83	worship	0.63
کشم	kashmiri	0.8	kashmiri	0.955
ويلکم	welcome	0.83	welcome	1
انگلی	ungli	1	finger	0.88
جنید	junaid12	0.83	rassoul	0.51
تاروں	taron	1	wisps	0.63
ترک	tark	0.75	russifying	0.58
آرٹی	arty	1	scrolling	1
تمھیں	tumhen	0.83	beijing-based	1
آتے	ate	1	coming	0.73
جگا	jaga	0.75	naagin	0.59
باربار	bar	1	occasionly	0.51
خودی	bekhudi	0.71	wholeness	0.71
اچھے	ache	0.75	seious	0.58
امين	ameen	0.8	higari	0.42
ہون	hon	1	tooi	0.46
مرضی	marzi	0.8	will	0.935
زپر	z	1	z	1
پایا	paya	1	termed	0.62
گهر	ghr	1	resion	0.47
کلیوں	kaliyoo	0.71	movings	0.57
پارٹ	part	1	votech	0.53
یير	year	0.75	year	1
انفڈيلٹي	infidelity	0.8	infidelity	0.51
خرمی	khurmi	0.83	gladness	1
مون	moon	1	april	0.39
ہوٹ	hotgirl302	1	luchs	0.49
مصروف	masrof	0.83	busy	0.6
الحمدلللہ	al	1	al	0.698
آدمی	admi	1	man	1
تھ	thi	1	ated	0.54
کونکريٹي	concrete	1	concrete	0.21
دامن	daman	0.8	precipice	0.55
تراش	taraash	0.71	moulded	0.59
بعد	bad	1	after	1
ٹیسٹ	test	1	preseason	0.67
نسوار	niswar	0.83	nonvegetarian	0.55
آ	aa	1	bracked	0.47
چہرے	chehre	0.83	eyebrows	0.72
برباد	barbad	0.83	ruined	0.64
جاننے	janane	0.83	satifying	0.62
ڈوگ	dog	1	sandhawk	0.44
چراغ	chirag	0.83	illumined	0.61
يحيا	yahya	0.8	yahya	0.797
خرچ	kharch	0.83	invested	0.68
پہاڑ	pahar	0.8	mountain	0.73
سادی	sadi	1	unpoliceable	0.55
اتفاق	itafaq	0.83	disagreement	0.68
ناموس	namos	1	abuse	0.56
دنیا	dunya	0.8	world	0.36
کوھول	alcohol	0.71	alcohol	0.526
اٹھنا	uthna	1	wake	0.882
ابیع	rabi	0.75	rabi	0.621
دا	da	1	reconstruction	0.777
پرہو	perho	0.8	egoisten	0.47
اگگريگيٹ	aggregate	0.78	aggregate	0.498
چکروں	chkron	1	steerers	0.53
کاسٹ	cast	1	potv	0.51
معذور	mazor	1	disabilty	0.57
منایا	manaya	0.83	celebrated	0.68
ہمم	hmmmmm	1	bora	1
ناگوار	nagwar	1	disturbed	0.6
چاہیئے	chahiye	0.71	erich	1
پين	pain	1	pain	1
اللي	ally	1	ally	0.208
مناتا	manata	0.83	celebrates	0.58
ھوںج	hun	1	hun	1
اکٹر	actor	0.8	dr	0.52
اندھیرے	andheray	1	darkness	0.987
مجے	mujay	0.8	happy	1
خفا	khafa	0.8	deluding	0.64
تینوں	tenu	1	both	0.64
تلخ	talkh	0.8	sleaziness	0.64
دیپ	deep	1	neeek	0.59
ابل	able	1	gwish	0.52
بکتا	bikta	0.8	eats	0.63
عادتیں	aadatein	0.75	cicumstances	0.62
رومز	rooms	0.8	rooms	1
لاکھ	lakh	1	hundred	0.88
فٹبال	football	0.71	undrafted	0.62
جوہر	juharabad	0.8	nimite	0.51
پینا	pina	1	resulting	1
ٹکڑوں	tukron	0.83	strands	0.61
سارک	sarika	0.8	asean	0.55
لمیٹڈ	unlmitd	0.71	subsidiary	0.66
جار	j	1	lightly	1
میٹر	metr	1	meter	0.306
ٹیل	tell	1	duramax	0.6
دھماکے	dhamakay	0.88	explosion	0.76
کلپنا	kalpana	0.71	filmyboy	0.59
قابو	qaboo	1	ineffective	0.67
عظیم	azeem	1	great	1
حسسیں	hussain	0.86	hussain	1
آنا	aana	1	come	0.454
خوبصورت	khubsurat	0.89	picturesquely	0.74
داری	dari	1	responsibility	0.7
دیکھ	dekh	1	seeing	0.67
خوں	khon	1	camoorians	0.61
ٹرکک	truck	0.8	truck	1
رهنے	rehne	0.8	assimilating	0.64
گھسے	ghussay	0.71	unbrushed	0.62
ہنستے	hanste	0.83	laugh	0.63
سمجھتا	samajhta	0.75	understands	0.74
بريکفاسٹ	breakfast	0.89	breakfast	0.607
شمع	shama	0.8	spoke	0.48
ایشا	ayesha	0.83	thunderkitty	0.46
ٹینا	tina	1	beauty	0.49
سنگ	sang	0.75	undergroung	0.44
کریں	kren	1	want	0.75
کونی	koni	1	koni	0.71
شیخ	sheikh	0.83	juzam	0.54
مزے	mazay	0.8	knackered	0.55
لگانی	lgani	1	inadvertedly	0.61
نتاشا	ntasha	1	sahhaaii	0.5
باہوں	baanhon	0.71	arms	0.318
وکے	okay	1	okay	1
لیکن	lekin	0.8	but	1
سلا	silamat	0.75	woven	1
فرينڈ	friend	0.83	friend	1
باری	buri	1	heavy	0.49
ٹی	t	1	tv	1
معیار	mayaar	0.83	standards	1
رافضی	rafzi	1	idiotarian	0.59
گہرے	gehray	0.83	deep-science	1
ناکامی	nakami	1	unsuccessfulness	0.67
ننيٹي	ninety	0.83	ninety	1
بیٹھ	beth	1	sitting	1
کیجیئے	kijye	0.8	indent	0.61
ڈون	do	1	shunten	0.45
لایا	laya	1	tted	0.6
یاپ	yap	1	vaqt	0.5
انفليينس	influence	1	influence	0.716
امنہ	amna	0.75	amna	0.255
وہیں	wahin	0.8	where	0.57
زیدہ	zaida	0.8	supernaturally	0.59
سوتا	sota	1	sleeping	0.74
ہاسا	haasa	0.8	tiyen	0.53
اتنی	itni	1	much	1
سٹيل	steel	0.8	steel	1
مبتلا	mubtala	0.71	sickness	0.74
گزرتا	guzrta	0.83	separates	0.71
لکیروں	lakiron	0.86	pentagrams	0.65
ناشتا	nashta	1	fellates	0.55
گدو	gado	0.75	ambag	0.53
جرم	jurm	0.75	fault	1
سخت	sakht	0.8	harsh	1
آگیا	agaya	0.8	pushed	0.61
فرم	frm	1	ownsership	0.53
منگ	mung	0.75	daidu	0.63
سیالکوٹ	sialkot	1	sialkot	1
دیے	diye	0.75	give	0.63
کسوں	kason	0.8	vapers	0.53
نید	need	1	sunk	1
کتنے	kitne	0.8	find	0.64
سکا	saka	0.75	couldn't	0.379
پکی	paki	0.75	kilims	0.52
منظور	manzor	0.83	approved	0.66
زا	za	1	zazafree	1
دوؤ	do	1	do	1
دیوبند	deobandi	0.86	minary	0.53
بولتے	bolty	0.8	speak	1
دھوکہ	dhoka	0.8	miscredit	0.64
بوتا	bolta	0.8	soweth	0.86
فورٹي	forty	1	forty	1
جھکنا	jhukna	0.83	aversively	0.62
معصومہ	masoma	0.83	myrrhbearers	0.59
ڈھلا	dhala	0.8	overlayed	0.61
لان	landa	1	sm	0.45
دورنگ	during	0.83	during	0.872
انور	anwar	0.8	anwar	0.51
تحریریں	tahreeren	0.89	writings	1
جونٹ	joint	0.8	joint	0.525
باقي	baaqee	0.8	scanty	0.48
ٹھنڈک	thandak	0.71	vapouring	0.67
مسکراتے	muskratay	0.89	tease	0.65
ٹیچر	teacher	0.71	pre-school	1
لينڈ	lend	1	luxembourg	0.634
گروپ	group	1	group	1
پانیر	pioneer	0.86	desilt	0.55
یہی	yahi	0.75	that's	0.437
کروانی	krwani	1	ease	0.54
چاندنی	chandni	1	splendorous	0.59
ستو	ston	1	doublepaned	0.43
کھڑی	khari	0.8	pickety	0.56
شوٹ	sho	1	shootaround	0.58
انجان	anjan	1	acchieve	0.51
اٹس	its	1	its	0.595
۱۵	15	1	dealer	1
لمبے	lambay	0.83	long	0.64
سکور	score	1	postseason	0.69
جواد	jawad	0.8	prof	0.46
حوصلہ	hosla	0.8	encouragement	0.68
اسما	asma	1	asma	0.678
اٹھو	utho	1	cried	0.64
چائے	chay	0.75	tea	0.353
گیلا	geela	1	watery	0.401
تمہاری	tumhari	0.86	yourselves	0.66
عادی	aadi	1	unpleasurable	0.65
3	3	1	3	1
گھٹا	ghata	0.8	coarsened	0.57
نومبر	numbr	1	november	0.99
حيل	hell	1	hell	1
ستون	gstones	0.8	pillars	1
شیشہ	shesha	0.83	glass	0.66
اج	aj	1	subji	0.51
ٹوٹے	tootay	1	1980	0.98
کسی	kisi	0.75	any	1
آکاش	akash	1	kamx	0.45
مجھ	mujh	0.75	me	0.867
سرا	sara	0.75	tip	1
بنگلادیش	bangladesh	0.9	liberation	0.414
الٹنے	ulatne	0.83	toppling	0.61
سانس	sans	1	breath	0.66
دلوں	dilon	0.8	mightinesses	0.65
کللنگ	killing	0.71	killing	1
حارڈ	hard	1	hard	1
بری	buri	0.75	tankering	0.46
رونی	roni	1	stage	0.38
ریحان	rehan	1	argues	1
چلنے	chalnay	0.86	driving	0.59
ٹوپک	topic	0.8	topic	1
تھنک	think	0.8	magtec	0.62
پٹری	patri	0.8	rail	0.71
ہوجاؤ	hojao	1	lest	0.7
جسم	jism	0.75	body	0.68
تونے	tu	1	drinking	0.52
انگوٹھا	angotha	1	fingerlock	0.59
حونيي	honey	1	honey	1
لاو	law	1	gwiin	0.5
زاہد	zahid	0.8	ahlebait	0.44
سنتا	sunta	0.8	refuses	0.57
ہپ	h	1	jazzcds	0.6
بھٹکے	bhatkay	0.86	tenselessly	0.61
گار	gaar	0.75	gl	0.38
سکم	skm	1	sychem	1
صحرا	sehra	0.8	desert	0.83
شورٹ	shortcut3	1	cric	0.46
لاین	line	0.75	synpunkter	0.57
جهان	jahan	0.8	gahhm	0.48
گھوم	ghum	1	acrossed	0.58
امڈ	umad	0.75	happening	0.58
بلا	bula	0.75	no	0.47
ماہی	mahi	1	fishing	1
مہربان	mehrban	0.86	gratefull	0.63
بھول	bhool	1	crapped	0.58
دینا	dena	1	taking	0.56
برعکس	baraakss	0.71	unlike	0.69
پلکوں	palkon	0.83	flingers	0.61
یے	ye	1	yaipen	0.417
دانش	danish	0.83	knowledge	0.58
لبوں	labon	0.8	guffawed	0.65
واقعے	waqiye	0.83	incident	0.68
صاحب	sahb	1	option	1
عدد	adad	0.75	oeis	0.53
تمیں	tumen	0.8	ask	1
جاوں	jaon	1	sometines	0.52
قوم	qom	1	communities	0.493
اسکے	uske	1	brother's	0.999
آمین	ameen	1	sinceres	0.57
سنوارتی	sanwarti	0.88	adorned	1
جلتی	jalti	0.8	amalgam	0.51
غیرت	gherat	0.83	demeaned	0.71
مہروز	maheroozwaalaikum	0.75	chiefsblues	0.41
نماز	namaz	0.8	prayers	0.9
نازی	nazi	1	nazi	1
پووڑ	power	0.8	power	1
ابلیس	ablees	1	thinkest	0.59
بوتھ	both	1	csk	0.48
سال	saal	0.75	years	0.69
ماننا	mana	0.75	sorry	0.857
پھل	phal	0.75	fruit	0.89
انتظار	intzar	1	tomorrow	0.55
حصار	hisar	0.8	hazareh	0.57
خرید	khareed	0.86	purchasing	0.73
بنے	bne	1	watch	0.6
بندہ	bnda	0.75	ungratefully	0.6
پچاس	pachaas	0.71	50	0.604
صابن	sabun	0.8	resin	0.7
بلاکر	blacker	0.71	called	0.55
ثانی	saani	0.8	reposed	0.56
نوم	nom	1	ttfi	0.41
ابراہیم	ibraheem	1	isa	0.49
جذبے	jazbe	0.8	instills	0.68
خریدا	kharida	0.86	consignment	0.69
پیارا	pyara	1	beloved	0.6
نيو	new	1	new	1
انگلیاں	ungliyan	0.88	fingers	1
مریضوں	marizo	0.83	patients	1
بهائ	bhai	0.75	bhai	0.23
احماڈ	ahmad	1	ahmad	1
١١	11	1	reinvited	0.55
ٹرین	train	1	train	0.76
مستی	masti	0.8	dreamless	0.6
ساجد	sajid	0.8	awesome	0.52
حالی	chali	0.8	die-off	1
داخل	dakhil	0.83	entered	0.73
حیران	heran	1	astonished	0.65
وداع	wada	0.75	pause	0.55
نکال	nikal	0.8	wiping	0.63
موت	mout	1	death	1
گولٹ	guilt	0.8	drehlafette	0.57
سوتی	soti	1	gurine	0.48
خواجہ	khawaja	0.71	friar	0.5
بيت	beet	0.75	nirim	0.5
برانچ	branch	1	handilift	0.49
امبر	u	1	kantit	0.42
کا	ka	1	stiwt	0.37
الوداع	alweda	0.83	farewell	1
آفاق	afaq	1	penned	0.6
ينگلش	english	0.86	english	1
چ	cherry	1	pie	0.5
مڈل	mdl	1	juniors	0.53
ناشتہ	nashta	0.83	breakroom	0.54
ساری	sari	1	hardest	0.5
کرے	kare	0.75	willing	0.68
دیکھنی	dekhni	1	look	0.65
زبردست	zbrdast	0.86	tremendous	0.68
یا	ya	1	or	1
لڑکا	larka	0.8	boy	0.62
پاپير	paper	1	paper	1
فاروک	farooq	1	farooq	0.427
لکیر	lakeer	0.83	curve	0.65
حجاب	hijab	0.8	immodesty	0.6
جا	ja	1	be	0.7
نوں	nu	1	settes	0.54
ماریا	maria	1	rocksearch	0.48
١٦٠	160	1	160	1
شہید	shaheed	0.86	martyred	0.66
سمجھنے	smjhne	1	comprehending	0.71
کڑوا	karwa	0.8	unboiled	0.66
چوہا	choha	1	muddlefoots	0.5
پولیس	police	1	police	1
دوش	dosh	1	unner	0.5
کمرا	kamra	0.8	kamra	0.2
نفیس	nafees	0.83	polished	0.61
لاهور	lahore	1	takkt	0.52
نینا	naina	1	beauty	0.49
زرقا	zarqaw1y	0.8	ukaydir	0.52
کنجوسی	kanjosi	0.86	talsian	0.54
افرا	ifrah	1	depletive	0.55
پوروں	pooron	1	harmosts	0.5
انکل	uncle	1	uncle	0.487
يگگ	egg	1	egg	1
معصومین	masomen14labikyahussainkisi	1	sanctifications	0.65
حیرانی	haerani	0.86	stunned	0.62
روپ	rop	1	heinous	0.833
یاسر	yasir	0.8	asuf	0.55
ماشاء	masha	1	assupmtion	0.58
لگتی	lagti	0.8	persists	0.6
تسکین	taskeen	0.86	satisfaction	0.63
موبی	mobirock	1	asus	0.59
چلایا	chilaya	0.86	carried	0.68
چاہو	chaho	1	if	0.415
لاتی	latikehti	1	relevant	1
راگ	rag	1	midtempos	0.57
آغاز	agaz	1	started	0.76
برسوں	barson	0.83	decades	0.67
پارو	paroo1me	1	buddha	0.46
انجانے	anjane	1	flooping	0.6
اتینڈ	attend	0.83	attend	0.997
پہونچا	phoncha	1	reseted	0.55
بيس	bees	0.75	transalation	0.49
ناراض	naraz	1	disown	0.66
ادھر	idhr	1	puled	0.55
نیا	naya	0.75	revamped	0.54
قبول	qabool	0.83	accepting	0.69
زیا	zya	1	impoving	0.48
رکن	rukn	0.75	member	0.7
سٹيڈينٹ	student	1	student	1
بتا	bta	1	knowing	0.7
خاطر	khatir	0.83	cause	0.814
غالب	ghalib	0.83	buiness	0.47
چوکیدار	chwkidar	1	cabbar	0.52
بھولتا	bhoolta	1	forgetful	1
سلام	salam	0.8	chanted	0.56
کچھ	kuch	0.75	some	1
ٹري	try	1	try	1
پکڑوں	pakron	0.83	chasing	1
کیاکیا	kya	1	did	0.751
ہوا	hua	1	errupted	0.54
جہاں	jahan	0.8	where	1
سوچا	socha	1	realized	0.56
ہوے	hue	1	to	0.57
ناز	naaz	0.75	tehreek-e-insaf	1
کونٹربيٹي	contribute	0.9	contribute	0.163
ڈالتا	dalta	1	resists	0.66
آیندہ	ainda	0.8	repition	0.61
حويوز	house	0.8	house	1
ڈرتی	darti	0.8	flaunts	0.57
مناتے	manate	0.83	celebrate	0.67
جنگ	jung	0.75	war	1
تحقیق	tehqeeq	0.86	research	1
بلاسٹ	blasts!m	1	airbats	0.56
دیوانگی	deewangi	1	gonging	0.55
سپورٹس	sportsman	1	affiliate	0.54
